Country,ISO2,ISO3,Indicator,Source,CTS Code,CTS Name,CTS Full Descriptor,Bond Type,Type of Issuer,Use of Proceed,Principal Currency,Unit,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Turkish Lira,Share,,,,,,,,,,,,,,,,,,,0.006968330236278
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,UAE Dirham,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.35394375
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,UAE Dirham,Share,,,,,,,,,,,,,,,,,,,0.0099895196388944
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.048875535
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,Share,,,,,,,,,,,,,,,,,,,0.0013794370341162
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Uruguayan Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.009044526
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Uruguayan Peso,Share,,,,,,,,,,,,,,,,,,,0.000255267878304
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,US Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,790.327681536
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,US Dollar,Share,,,,,,,,,,,,,,,,,,,22.3057869954357
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Uzbekistani Sum,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.785202357
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Uzbekistani Sum,Share,,,,,,,,,,,,,,,,,,,0.0221611325691093
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Vietnamese Dong,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.317756374
World,,WLD,Cumulative Green Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Vietnamese Dong,Share,,,,,,,,,,,,,,,,,,,0.0089681864376949
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Argentinian Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.084057378
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Argentinian Peso,Share,,,,,,,,,,,,,,,,,,,0.0092145007912608
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Australian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,13.446623991
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Australian Dollar,Share,,,,,,,,,,,,,,,,,,,1.47403988029292
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Azerbaijani Manat,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.020058996
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Azerbaijani Manat,Share,,,,,,,,,,,,,,,,,,,0.0021988984062041
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Brazilian Real,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.539493798
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Brazilian Real,Share,,,,,,,,,,,,,,,,,,,0.059140151011507
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,British Pound,Billion US Dollars,,,,,,,,,,,,,,,,,,,14.392299955
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,British Pound,Share,,,,,,,,,,,,,,,,,,,1.57770635343171
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Canadian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,6.841174211
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Canadian Dollar,Share,,,,,,,,,,,,,,,,,,,0.749940179913926
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Chilean Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,15.630289133
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Chilean Peso,Share,,,,,,,,,,,,,,,,,,,1.71341665669924
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.215181784
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Share,,,,,,,,,,,,,,,,,,,0.0235885625522714
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Chinese Yuan,Billion US Dollars,,,,,,,,,,,,,,,,,,,6.286410783
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Chinese Yuan,Share,,,,,,,,,,,,,,,,,,,0.689126148262016
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Colombian Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.997621847
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Colombian Peso,Share,,,,,,,,,,,,,,,,,,,0.109360861798005
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Colombian Unidad de Valor Real,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.030780752
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Colombian Unidad de Valor Real,Share,,,,,,,,,,,,,,,,,,,0.0033742340102448
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Dominican Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.003223207
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Dominican Peso,Share,,,,,,,,,,,,,,,,,,,0.0003533329751482
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Egyptian Pound,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.003475163
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Egyptian Pound,Share,,,,,,,,,,,,,,,,,,,0.000380952784576
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Euro,Billion US Dollars,,,,,,,,,,,,,,,,,,,416.812051454
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Euro,Share,,,,,,,,,,,,,,,,,,,45.6915867388815
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Georgian Lari,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.015206039
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Georgian Lari,Share,,,,,,,,,,,,,,,,,,,0.001666909695868
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Hong Kong Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,5.622608899
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Hong Kong Dollar,Share,,,,,,,,,,,,,,,,,,,0.616359151112064
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Hungarian Forint,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.041536863
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Hungarian Forint,Share,,,,,,,,,,,,,,,,,,,0.0045533356629324
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Indian Rupee,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.19917523
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Indian Rupee,Share,,,,,,,,,,,,,,,,,,,0.0218338991543915
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Indonesian Rupiah,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.728026055
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Indonesian Rupiah,Share,,,,,,,,,,,,,,,,,,,0.0798073508771119
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Jamaican Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.005101715
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Jamaican Dollar,Share,,,,,,,,,,,,,,,,,,,0.0005592579500194
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Japanese Yen,Billion US Dollars,,,,,,,,,,,,,,,,,,,71.455337463
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Japanese Yen,Share,,,,,,,,,,,,,,,,,,,7.83304546559406
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.075053395
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,Share,,,,,,,,,,,,,,,,,,,0.0082274701408639
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Macanese Pataca,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.125369841
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Macanese Pataca,Share,,,,,,,,,,,,,,,,,,,0.0137432373764353
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Malaysian Ringgit,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.371900304
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Malaysian Ringgit,Share,,,,,,,,,,,,,,,,,,,0.0407682909818833
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Mexican Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,7.056214829
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Mexican Peso,Share,,,,,,,,,,,,,,,,,,,0.773513267629251
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.138777566
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,Share,,,,,,,,,,,,,,,,,,,0.0152130130887054
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Mongolian Tugrik,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.014075143
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Mongolian Tugrik,Share,,,,,,,,,,,,,,,,,,,0.0015429391136922
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,New Zealand Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,3.169798701
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,New Zealand Dollar,Share,,,,,,,,,,,,,,,,,,,0.347478274167702
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Nigerian Naira,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.001425691
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Nigerian Naira,Share,,,,,,,,,,,,,,,,,,,0.000156286469554
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Norwegian Krone,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.261506094
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Norwegian Krone,Share,,,,,,,,,,,,,,,,,,,0.138288264253774
World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Peruvian Sol,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.152504265
